dni,nombre,apellidos,fechanacimiento,sexo,ciudadorigen
21505781,Dora,Rosado Cervera,1954-10-28,F,Puno
18552436,Araceli,Coloma Velasco,1956-07-29,F,Huancayo
81236911,Hernán,Estévez Villa,1999-10-24,M,Tacna
57070753,Carolina,Guerrero Prado,1994-06-11,F,Puno
66402664,Javi,Granados Llorente,1927-10-29,M,Arequipa
74506493,David,Moraleda Herranz,2010-09-20,M,Piura
37591964,Macario,Calzada Arroyo,2013-01-04,M,Iquitos
34756962,Julio,Benavent Verdú,1950-05-25,M,Piura
53424433,Juana,Alfaro Camacho,1997-12-07,F,Iquitos
06649163,Flavio,Ocaña Landa,1981-02-19,M,Cusco
96106202,Paco,Porras Clemente,1978-04-14,M,Huancayo
24893213,Jimena,Pedrero Arribas,1937-10-07,F,Puno
22628810,Trinidad,Morell Garay,1969-12-22,M,Tacna
76249505,Adelina,Chico Mariscal,2008-08-11,F,Iquitos
67795107,Palmira,Bermudez Medina,2012-06-05,F,Puno
42430096,Beatriz,Daza Vall,1978-07-18,F,Puno
04099268,Eufemia,Sáenz Cordero,1966-12-13,F,Puno
08127772,Plinio,Donoso Mesa,2014-01-21,M,Trujillo
31357896,Felisa,Seguí Galiano,1963-03-03,F,Piura
93571148,Sara,Lucena Morán,2016-01-24,F,Chiclayo
86782072,Irma,Portillo Larrañaga,1929-03-06,F,Cusco
68788146,Eutropio,Barrio Vicente,1983-02-11,M,Piura
87670491,Joel,Olmo Múgica,1953-07-27,M,Puno
30163947,Bárbara,Castells Mayoral,2000-12-02,F,Lima
50142336,Julián,Garcés Plaza,1957-01-09,M,Lima
58405795,Esther,Sedano Borja,1973-02-08,F,Piura
81392607,Ruperto,Real Villena,1951-09-01,M,Iquitos
92003996,Ema,Niño Mayol,2018-08-25,F,Cusco
30294412,Nydia,Rocamora Osorio,2015-09-24,F,Tacna
86118893,Eusebio,Valera Escrivá,1927-07-02,M,Puno
26604348,Cipriano,Roig Cabezas,1986-09-04,M,Lima
61384454,Isidoro,Cifuentes Mulet,1961-03-17,M,Huancayo
50699070,Viviana,Piquer Belda,1946-03-20,F,Trujillo
27491876,Marisa,Viña Múgica,1965-03-17,F,Puno
33235301,Fátima,Cantón Aliaga,1966-07-21,F,Piura
91538608,Anastasio,Cadenas Estévez,2003-04-07,M,Tacna
33577972,Sosimo,Saez Mayol,2002-12-25,M,Lima
11246394,José,Izquierdo Lozano,2001-06-13,M,Puno
41949741,Santos,Espada Serra,1997-04-23,M,Iquitos
55311200,Damián,Patiño Abascal,1947-02-08,M,Trujillo
96507856,Francisco,Sanmiguel Castells,1931-08-14,M,Tacna
57507684,Luciano,Pizarro Batalla,1999-06-08,M,Trujillo
58198253,Pelayo,Borja Escribano,1927-07-18,M,Huancayo
24532309,Severino,Raya Carvajal,1933-06-01,M,Arequipa
20577041,Victoria,Goñi Ferrán,1945-12-02,F,Lima
27042920,Herminia,Martin Puerta,1958-07-18,F,Iquitos
37970701,Jovita,Baró Castillo,1963-02-06,F,Arequipa
61778507,Demetrio,Cabello Hervia,1946-10-12,M,Puno
79832831,Pedro,Llano Vilaplana,2018-08-01,M,Huancayo
49609979,Azeneth,Ramos Falcó,1938-08-10,F,Huancayo
43179323,María José,Rosa Correa,1935-02-13,F,Iquitos
20722315,Samuel,Tello Exposito,1947-06-09,M,Cusco
77716876,Wilfredo,Asenjo Giner,2016-06-24,M,Trujillo
36431191,Epifanio,Beltrán Alcalá,2017-01-15,M,Cusco
14779657,Áurea,Daza Revilla,1927-01-15,F,Piura
37954389,Amor,Zamorano Camacho,1983-11-28,F,Iquitos
99774511,Prudencia,Carrillo Infante,1957-10-22,F,Tacna
64236242,Inés,Páez Gras,1937-04-08,F,Puno
96886102,Heliodoro,Carrera Cabello,1951-11-20,M,Trujillo
08250273,Renata,Nevado Pacheco,1963-05-02,F,Cusco
01241073,Aurelio,Galan Mate,1937-04-22,M,Iquitos
38808030,Felicia,Quesada Garcia,1996-03-27,F,Tacna
90257258,Aarón,Aparicio Iborra,1932-12-23,M,Puno
94159699,Leyre,Olmo Girón,2011-07-07,F,Chiclayo
21768792,Fabricio,Palacios Colomer,1941-08-07,M,Chiclayo
22369082,Pablo,Bou Castell,2015-10-22,M,Lima
77585460,Crescencia,Valderrama Rivas,1998-04-17,F,Lima
57411309,Montserrat,Sánchez Collado,1987-04-08,F,Lima
18341127,Susana,Mendizábal Olivares,1953-04-26,F,Lima
29183303,Julia,Maza Mendizábal,1982-02-26,F,Piura
32792377,Flavio,Ángel Sancho,1933-05-25,M,Iquitos
13209783,Asdrubal,Gilabert Jordá,2022-12-15,M,Huancayo
83617231,Cirino,Lorenzo Gimeno,2017-07-21,M,Chiclayo
94456660,Marisela,Abascal Ferreras,1994-08-15,F,Cusco
67153341,Renata,Valdés Nieto,2006-02-01,F,Huancayo
31745703,Lázaro,Piquer Flores,1965-05-11,M,Tacna
79701785,Guadalupe,Zorrilla Manrique,1981-11-20,M,Tacna
40655305,Eliana,Tovar Sanjuan,1959-12-30,F,Iquitos
19481164,Ágata,Pablo Peláez,1927-02-04,F,Lima
55848614,Erasmo,Cabo Cruz,2003-09-16,M,Piura
74550465,Remedios,Mena Doménech,1999-03-20,F,Tacna
86883481,Inocencio,Jáuregui Gascón,1977-08-01,M,Lima
10044852,Purificación,Mariño Carbonell,1947-03-07,F,Iquitos
89293469,Miriam,Sosa Pineda,2006-09-16,F,Huancayo
95247718,Apolonia,Álvaro Bermúdez,1942-03-01,F,Lima
93104933,Febe,Marí Castilla,2000-10-09,F,Huancayo
31263270,Remedios,Sales Pera,2005-02-14,F,Chiclayo
49646532,Gabriel,Pelayo Piquer,1928-05-08,M,Lima
56684243,Amílcar,Barriga Torrens,1956-08-15,M,Chiclayo
46296219,María,Olivares Torrijos,2024-05-04,F,Piura
85131603,Lidia,Leon Jáuregui,1956-12-18,F,Cusco
22169614,Alberto,Bernat Cabo,1988-09-05,M,Chiclayo
50507911,Maite,Llano Casares,2025-08-11,F,Tacna
90952504,Lupe,Valenciano Clavero,1941-09-05,F,Piura
71725821,Olga,Costa Asenjo,1938-10-06,F,Puno
03068253,Águeda,Sanjuan Salamanca,2013-08-31,F,Chiclayo
22988235,Nazaret,Segura Seguí,1963-02-09,F,Tacna
76301573,Malena,Vives Mendez,2005-03-21,F,Iquitos
72792468,Leticia,Barrena Cerro,1951-09-01,F,Huancayo
40938667,Maricruz,Jove Nevado,1981-03-19,F,Trujillo
46895791,Andrés,Tejedor Perea,1979-09-22,M,Arequipa
76669871,Horacio,Sanmiguel Valdés,1995-10-10,M,Cusco
50935782,Horacio,Prats Rosado,2006-02-24,M,Puno
03198646,Guadalupe,Perera Andrés,2009-12-03,F,Arequipa
42814189,Atilio,Hurtado Lloret,2001-12-14,M,Trujillo
21867873,Nacho,Anglada Artigas,2011-01-14,M,Huancayo
44938899,Bernardino,Arco Jimenez,2000-09-05,M,Puno
65870002,Dorotea,Colomer Valbuena,1991-07-12,F,Lima
09989845,Bienvenida,Vicente Boada,1991-02-11,F,Piura
68815707,Noé,Laguna Estevez,2022-05-10,M,Piura
65071979,Pepita,Benet Bernad,2012-07-20,F,Iquitos
33160296,Albina,Vendrell Escobar,1985-04-08,F,Trujillo
08236691,Eric,Niño Gabaldón,1988-06-20,M,Tacna
84784197,María Carmen,Matas Amor,1986-03-02,F,Cusco
26793531,Nélida,Garmendia Zurita,2004-05-12,F,Iquitos
64319279,Cosme,Barros Alba,2004-11-28,M,Tacna
36043286,Camilo,Caro Canales,1955-03-16,M,Piura
37192547,Catalina,Cisneros Marquez,1951-04-11,F,Chiclayo
26864765,Nicanor,Rey Mancebo,1974-10-06,M,Lima
45352731,Salud,Coloma Bustamante,1975-10-28,F,Huancayo
85509069,Curro,Sureda Menéndez,1933-11-12,M,Cusco
85909820,Mauricio,Franco Aguilar,1974-10-08,M,Lima
63376855,Amor,Izquierdo Prada,2010-01-09,F,Iquitos
19419823,Silvia,Reina Pazos,1927-08-28,F,Tacna
22994816,Eufemia,Pavón Real,1964-03-23,F,Lima
70752232,Manuel,Cantón Ayala,1964-04-24,M,Piura
32982237,Clarisa,Torres Font,1957-08-02,F,Puno
97321446,Ciríaco,Segura Prada,1964-11-15,M,Chiclayo
74112043,Rodrigo,Fuentes Garzón,1973-02-09,M,Chiclayo
32271928,Amílcar,Herrera Coello,2009-11-30,M,Huancayo
67604209,Olegario,Nogués Álvaro,1926-01-09,M,Iquitos
27881686,Hilda,Cañellas Bautista,2001-05-04,F,Puno
25698027,Gracia,Pellicer Lobo,2006-08-15,F,Tacna
68156143,Imelda,Acedo Tomé,1953-06-16,F,Chiclayo
11473153,María Dolores,Roig Arranz,1968-03-06,F,Piura
89705836,Aurora,Crespo Olmedo,2006-07-13,F,Trujillo
22484873,Carla,Gutiérrez Vergara,1992-09-11,F,Lima
40434490,Armida,Gutiérrez Guardiola,1999-10-11,F,Iquitos
60601621,Rosario,Carrión Criado,1953-01-27,F,Tacna
45515078,Dorita,Jiménez Alsina,1928-01-27,F,Puno
85867060,Artemio,Franco Castells,1983-07-02,M,Puno
42968515,Soraya,Hervia Pavón,2002-12-03,F,Trujillo
67182242,Leocadia,Sainz Hierro,1936-10-19,F,Piura
15774887,Evita,Hidalgo Pol,1957-02-18,F,Chiclayo
75276842,María Manuela,Castells Ledesma,2022-02-04,F,Trujillo
04260974,Manuel,Naranjo Nieto,2006-03-30,M,Iquitos
71621356,Azeneth,Recio Pineda,1972-05-09,F,Iquitos
07703273,Piedad,Lillo Ribera,1989-10-24,F,Lima
62828347,Maximiano,Sierra Corominas,1981-08-31,M,Tacna
52212087,Javi,Gutiérrez Herranz,2024-10-05,M,Arequipa
08020729,Roldán,Crespi Segovia,2016-02-13,M,Cusco
36482781,Quique,Ruiz Heras,2008-02-07,M,Tacna
76540589,Benjamín,Bárcena Pizarro,1977-08-23,M,Iquitos
72459789,Jose Francisco,Tejera Pujadas,1978-03-26,M,Trujillo
01725675,Ana Belén,Rovira Verdejo,1961-03-03,F,Lima
69128216,Anselmo,Arteaga Fabra,1942-06-26,M,Trujillo
33975671,Virgilio,Crespo Costa,1943-12-01,M,Cusco
90915394,Carlito,Alberola Baeza,1926-03-10,M,Huancayo
45100297,Elvira,Hervia Rivera,1993-01-10,F,Arequipa
78301677,Primitivo,Sedano Chaparro,1998-02-21,M,Lima
43823288,Bartolomé,Garmendia Gonzalez,1960-11-21,M,Cusco
98619912,Glauco,Pombo Verdú,1969-06-07,M,Piura
52609142,Inés,Mulet Hernando,1953-08-22,F,Arequipa
55780911,Modesto,Arranz Arnau,1944-05-31,M,Lima
23964858,María Teresa,Rocamora Pomares,1947-09-09,F,Huancayo
59779448,Segismundo,Simó Vera,1974-11-09,M,Lima
96246285,Juanito,Lorenzo Sabater,1947-05-13,M,Lima
11436392,Dionisia,Almansa Bonilla,1986-01-30,F,Huancayo
91665775,Jimena,Cantón Nuñez,2019-01-06,F,Arequipa
61675448,Ignacia,Almazán Téllez,1989-02-03,F,Chiclayo
06542417,Ángel,Bastida Tomas,1959-04-12,M,Arequipa
11375409,Eva,Casanova Calderon,2002-07-07,F,Iquitos
75148036,Fanny,Zurita Múñiz,1979-05-19,F,Piura
91879900,Federico,Verdugo Donoso,1983-03-22,M,Chiclayo
51396237,Eligio,Corral Priego,1975-06-13,M,Lima
54933993,Imelda,Casanovas Monreal,1981-04-25,F,Arequipa
76068308,Jose Francisco,Granados Pino,1949-07-31,M,Piura
31557738,Ariel,Baños Carpio,1962-09-03,F,Piura
82541672,Isabela,Salamanca Torrent,2008-04-05,F,Cusco
22591264,Raúl,Olivera Priego,2020-07-21,M,Puno
44473034,Eligio,Chacón Vives,1952-03-22,M,Cusco
68073912,Mateo,Cruz Peralta,1976-01-19,M,Chiclayo
39229654,Juan Bautista,García Francisco,1948-06-30,M,Trujillo
76209172,Amado,Haro Sans,1995-03-06,M,Chiclayo
32184002,Samu,Guillén Bermúdez,1995-04-23,M,Chiclayo
72735670,Amador,Arrieta Dominguez,1996-01-05,M,Iquitos
97301040,Elisa,Rivera Arana,2005-09-08,F,Piura
34599769,Pacífica,Cardona Moll,1975-03-28,F,Tacna
87843103,Marcelo,Terrón Alegria,1969-04-01,M,Puno
62504863,Priscila,Padilla García,1975-05-16,F,Tacna
59618810,Azucena,Vilaplana Abellán,2009-08-13,F,Iquitos
89054491,Custodio,Peral Chacón,1936-02-06,M,Iquitos
82438923,Lino,Castejón Redondo,2022-01-07,M,Cusco
21370262,Roldán,Zabaleta Pina,1938-10-26,M,Cusco
51518115,Silvio,Sanmartín Blanco,2014-04-10,M,Chiclayo
83562894,Eliana,Tello Arregui,2010-03-09,F,Lima
58082888,Olegario,Moles Correa,1967-02-19,M,Tacna
02362537,Óscar,Ferrándiz Ripoll,1963-07-28,M,Arequipa
41169519,María Jesús,Juan Fuertes,2023-10-02,F,Cusco
94445762,Yolanda,Carbajo Agullo,1964-08-20,F,Chiclayo
06846818,Ramón,Sans Pagès,2016-09-20,M,Tacna
24413105,Eliana,Boada Vega,1962-05-08,F,Piura
37955535,Eloy,Mercader Escobar,1928-12-10,M,Lima
12233467,Antonio,Estévez Salvà,1961-02-13,M,Piura
28222240,Teodoro,Polo Marín,1948-06-12,M,Tacna
47540325,María Teresa,Ferrando Moliner,1996-09-10,F,Arequipa
50644805,Diana,Company Sales,1987-11-05,F,Arequipa
45970814,Juan Pablo,Catalá Pardo,1937-06-29,M,Iquitos
34310510,Fortunato,Parra Suarez,1954-12-20,M,Chiclayo
80668455,Nazario,Calderon Mariscal,1928-08-02,M,Tacna
97501054,Sabas,Carro Verdugo,2010-10-02,M,Trujillo
21538828,Toni,Uría Barros,1933-02-03,M,Puno
00236358,Gabriela,Malo Peinado,1939-02-26,F,Trujillo
43187883,Mireia,Cerdán Sales,2001-08-04,F,Lima
59535090,Manu,Prat Ramírez,2019-12-03,F,Arequipa
82497437,Eligio,Espinosa Santos,2001-02-10,M,Cusco
87496637,Angelina,Borrell Pareja,1968-03-02,F,Trujillo
32271523,José,Peiró Olmedo,1996-05-28,F,Lima
96477792,Ana,Bonilla Toro,1993-02-13,F,Tacna
58879368,Porfirio,Torrents Recio,2008-06-08,M,Lima
49142622,Fátima,Romeu Ferreras,1944-10-11,F,Trujillo
91855525,Salvador,Hernández Nebot,1962-06-10,M,Iquitos
05632191,María,Checa Belda,2008-05-07,M,Iquitos
69300352,Timoteo,Vicente Alfonso,1983-07-23,M,Huancayo
74542814,Leopoldo,Pardo Garmendia,1986-09-12,M,Lima
09331685,Salomé,Plana Barros,2020-03-25,F,Lima
40982273,Eliseo,Marí Galván,1958-05-27,M,Trujillo
43683905,Leandro,Mesa Huerta,1984-08-23,M,Cusco
40815956,Íngrid,Pavón Nicolau,1968-05-15,F,Trujillo
91256122,Abigaíl,Pou Huertas,2000-07-17,F,Huancayo
50895821,Américo,Ríos Vélez,1980-05-21,M,Tacna
47346027,Camila,Santana Sáez,1952-02-04,F,Arequipa
63223478,Griselda,Herrero Salvà,2021-02-07,F,Chiclayo
08513982,Raquel,Enríquez Huguet,1930-08-12,F,Arequipa
87474194,Fermín,Vera Aller,1997-06-03,M,Puno
99206205,Juanito,Ángel Castell,2015-09-06,M,Cusco
11955598,Yésica,Lillo Castillo,2012-03-18,F,Puno
32190555,Azucena,Guardiola Mosquera,1935-03-15,F,Trujillo
89280985,Esmeralda,Duarte Aguirre,1981-05-24,F,Tacna
68125887,Fausto,Ponce Vila,1927-09-21,M,Piura
79977766,Coral,Benavente Chico,2003-08-02,F,Puno
83338704,Montserrat,Ferrándiz Vila,1981-09-20,F,Piura
01369440,Nacho,Amigó Palacio,2021-10-26,M,Cusco
32036182,Nico,Cantero Granados,1937-05-12,M,Piura
86837882,Miguela,Campoy Jover,1971-04-03,F,Trujillo
87519496,Nico,Alberdi Palacios,1943-12-03,M,Trujillo
22702389,Almudena,Llorente Cortés,1984-11-01,F,Puno
49748934,Lucía,Carrión Palomar,1995-06-01,F,Tacna
57917164,Juanita,Yuste Mármol,1928-04-03,F,Lima
99967919,Carmelo,Casanovas Rocamora,1942-03-20,M,Iquitos
39969261,Emelina,Franch Alvarez,1932-12-09,F,Puno
26088860,Victorino,Arenas Castells,1939-05-02,M,Puno
84111773,Chuy,Carvajal Sebastián,1946-03-14,M,Chiclayo
56354076,Rebeca,Ruano Arias,1968-12-29,F,Piura
69379309,Roxana,Vazquez Pazos,1931-09-25,F,Puno
78233871,Evaristo,Canals Barco,1947-09-16,M,Cusco
83384586,Américo,Chico Badía,1951-09-01,M,Piura
75857186,Tecla,Codina Prado,2004-10-26,F,Piura
37780026,Juan Manuel,Ramón Taboada,2002-06-21,M,Iquitos
88487457,Ángela,Uribe Alcántara,1935-05-20,F,Chiclayo
38905860,Emigdio,Bilbao Gómez,1946-09-21,M,Cusco
15278812,Azeneth,Pedraza Tenorio,1959-05-02,F,Trujillo
23822052,Tristán,Esteve Hidalgo,1926-06-30,M,Arequipa
39381613,Apolinar,Villa Barbero,1975-11-03,M,Piura
07651929,Onofre,Arregui Luís,1971-01-10,M,Arequipa
36869566,Domitila,Fuente Ocaña,1947-10-30,F,Huancayo
43127923,Severo,Alfaro Bautista,1981-10-11,M,Arequipa
80260716,Anna,Pineda Arregui,1951-04-06,F,Trujillo
96507703,Cecilio,Cañizares Roca,1969-09-26,M,Lima
30808653,Felicia,Somoza Expósito,1966-07-30,F,Trujillo
02815498,Matías,Campos Egea,1952-11-01,M,Huancayo
34636351,Concepción,Parejo Ramón,1996-10-30,F,Piura
30506289,Ambrosio,Garay Leal,1986-05-18,M,Iquitos
24732191,Nilda,Puga Cabezas,1976-06-05,F,Puno
41676957,Marisa,Rodrigo Garmendia,1956-12-01,F,Tacna
95862877,Saturnina,Almagro Jurado,2006-08-04,F,Huancayo
31999764,Severo,Galán Navarro,1990-03-19,M,Chiclayo
76772443,Plácido,Alba Alsina,1948-02-16,M,Trujillo
03465626,Eliseo,Nicolau Becerra,1993-08-06,M,Huancayo
96242809,Griselda,Echeverría Cortes,1933-10-29,F,Trujillo
66189501,Jimena,Jordán Villalobos,2000-04-22,F,Lima
67365333,Loreto,Cañizares Arnau,1986-03-15,F,Chiclayo
40446937,Toribio,España Arana,1928-03-23,M,Piura
62081965,Teodora,Vizcaíno Figueras,2022-08-26,F,Huancayo
37037886,Rico,Núñez Agustín,1961-08-11,M,Huancayo
36930374,Evita,Zapata Estevez,1928-11-02,F,Arequipa
81906175,Anastasio,Jordán Ferrán,1962-01-13,M,Chiclayo
99437787,Nazaret,Ayllón Criado,1942-09-03,M,Tacna
57439342,Leopoldo,Téllez Lasa,2002-07-28,M,Cusco
76298957,Dolores,Baeza Vera,1927-06-09,F,Chiclayo
46391978,Agapito,Carranza Toro,1966-08-25,M,Piura
03385620,Teófila,Sanz Canet,2022-07-20,F,Cusco
92023063,Ana,Sarmiento Carvajal,1956-05-23,F,Piura
44855638,Lupe,Nieto Estrada,1952-09-22,F,Arequipa
03337326,Cipriano,Noguera Osuna,2005-03-26,M,Piura
46075996,Telmo,Luz Beltrán,2016-10-28,M,Lima
69401134,Bartolomé,Duarte Cortina,1985-08-27,M,Trujillo
04374331,Pepito,Morante Chamorro,2023-07-14,M,Tacna
81765682,Eva,Cáceres Mendizábal,2004-09-09,F,Piura
87909944,María,Segovia Almagro,1950-05-22,M,Tacna
27017716,Germán,Aragonés Cabezas,1954-11-01,M,Cusco
43422889,Evaristo,Tena Alcolea,1996-07-13,M,Tacna
03429730,Luisa,Cuenca Quiroga,1948-07-13,F,Cusco
80968575,César,Borrás Palomares,2023-12-08,M,Piura
39200244,Angélica,Alvarez Galván,2019-08-22,F,Trujillo
29158662,Manola,Piñeiro Cobo,1970-04-12,F,Iquitos
64871973,Alejo,Pallarès Abril,1965-12-01,M,Cusco
71360691,Dorita,Sanmiguel Bermudez,1944-04-24,F,Piura
82477195,Paca,Elías Tamayo,1974-04-22,F,Huancayo
63891683,Maite,Muñoz Lloret,1948-11-20,F,Cusco
59295116,Paula,Gallego Moll,2006-08-02,F,Iquitos
28923088,Viviana,Tomas Salcedo,1941-01-23,F,Tacna
67527309,Ramona,Carranza Ferrer,2002-04-10,F,Trujillo
94772207,Florencia,Baquero Fuertes,1979-05-09,F,Iquitos
29658972,Bernabé,Portero Hurtado,2018-03-24,M,Piura
13858633,Matilde,Viña Gascón,2015-12-20,F,Trujillo
63268107,Candelaria,Torrent Sancho,1935-06-21,F,Tacna
71426871,Marcia,Urrutia Carreño,1954-07-09,F,Arequipa
07359356,Dionisio,Herrera Castro,2017-12-20,M,Cusco
84273592,Pili,Bastida Dueñas,1978-11-22,F,Huancayo
81979497,Dorotea,Juliá Flor,1935-04-29,F,Trujillo
26845173,Francisco Javier,Vargas Antón,2014-08-31,M,Tacna
06319119,Amando,Vallejo Castañeda,2020-06-18,M,Iquitos
50787878,Fidel,Goñi Carretero,1948-01-12,M,Cusco
93345152,Fabián,Tomas Canales,1941-05-24,M,Lima
80876295,Néstor,Iborra Méndez,1930-09-22,M,Iquitos
93987161,Camila,Alberdi Ferrera,1934-12-31,F,Lima
49687018,Arcelia,Arévalo Comas,1961-07-08,F,Chiclayo
79877603,Ámbar,Aller Pi,1976-03-10,F,Tacna
25025070,Raúl,Campoy Iglesias,1964-03-25,M,Arequipa
96048288,Hermenegildo,Ayuso Seguí,1957-07-26,M,Trujillo
23241901,Alejo,Rebollo Solera,2022-09-02,M,Iquitos
40559351,Guadalupe,Tamayo Madrid,1939-10-01,F,Arequipa
45112656,Jacinto,Gutierrez Casado,1940-05-02,M,Tacna
97956291,Luisa,Romero Noguera,1927-02-25,F,Tacna
52823959,Calista,Angulo Sanmiguel,2016-02-06,F,Cusco
56517702,Félix,Haro Anguita,1966-01-13,M,Cusco
21935247,Lucía,Taboada Gimeno,2019-02-15,F,Puno
90747776,Carmela,Cañellas Ribera,2004-04-01,F,Cusco
70791727,Encarnita,Herrero Arco,2000-01-02,F,Arequipa
78209432,Rico,Hervás Carballo,2023-10-07,M,Tacna
38390247,Alma,Soler Murillo,1948-04-08,F,Lima
56770403,Gala,Vila Bayo,1987-08-06,F,Lima
35921691,Joel,Solana Samper,2006-05-29,M,Iquitos
40927758,Leocadia,Córdoba Montalbán,1992-01-19,F,Cusco
91470578,María Luisa,Mayol Vicens,2016-03-03,F,Trujillo
71420573,Lázaro,Fajardo Estrada,2008-03-24,M,Tacna
71437858,Abilio,Peñalver Manrique,2009-09-03,M,Huancayo
20086466,Bienvenida,Anglada Mur,1982-09-30,F,Cusco
05004515,Nicanor,Palma Iglesias,2009-04-27,M,Tacna
14115549,Édgar,Escobar Hurtado,2016-12-26,M,Iquitos
54991742,Emiliano,Ribas Alsina,2013-12-06,M,Piura
65058999,Chita,Leiva Naranjo,1995-04-15,F,Chiclayo
54959458,Íñigo,Millán Cisneros,2006-06-19,M,Trujillo
84276061,Balduino,Cuesta Porras,1991-01-12,M,Lima
48135778,Celestino,Aranda Gálvez,1942-11-26,M,Tacna
91822002,Nazaret,Aguiló Atienza,1964-04-07,M,Chiclayo
80569449,Lilia,Sala Naranjo,1945-01-11,F,Arequipa
71103355,Casandra,Calleja Valls,2014-01-11,F,Lima
62701428,Francisco Jose,Pastor Taboada,2002-09-16,M,Tacna
93073877,Reyes,Lara Gisbert,1965-04-19,F,Piura
30843095,Jose Ignacio,Herrera Pascual,1969-05-22,M,Chiclayo
26402532,Ruperta,Barreda Perales,1940-08-24,F,Piura
69568951,Cristina,Márquez Tolosa,2019-06-19,F,Arequipa
31340166,Julio,Capdevila Crespi,2016-10-15,M,Trujillo
30120966,Ximena,Mateo Torrecilla,2009-10-18,F,Cusco
01210102,María Manuela,Barón Galvez,2000-02-06,F,Trujillo
51582860,Amelia,Ochoa Garrido,1965-04-28,F,Puno
06302313,Gabriela,Santana Aragonés,1962-02-20,F,Arequipa
50906265,Evita,Ugarte Pinilla,2007-11-30,F,Chiclayo
29841457,Amelia,Álamo Pujadas,1980-11-17,F,Chiclayo
64884432,Nayara,Cuevas Álvarez,1942-06-18,F,Trujillo
53772826,Reina,Gallardo Llorente,1992-08-30,F,Tacna
57565672,Marisela,Morillo Comas,1979-12-31,F,Chiclayo
28844885,Ruth,Castejón Guitart,2016-04-28,F,Cusco
79552225,Manuelita,Prats Vilanova,2017-10-10,F,Arequipa
61485160,Flavio,Martorell Cobo,1987-11-22,M,Iquitos
23946419,Lidia,Ocaña Castrillo,1939-12-21,F,Huancayo
36378195,Chema,Rivas Alcalde,1998-02-21,M,Huancayo
90176809,León,Rosell Quiroga,1953-07-13,M,Piura
29344364,Haroldo,Gutierrez Bermudez,1980-03-16,M,Trujillo
74452477,Abril,Chaves Arribas,1970-02-02,F,Chiclayo
49472728,Iris,Piñol Hidalgo,1951-02-19,F,Piura
29408821,Edgardo,Carbonell Santana,1940-10-27,M,Puno
60698268,Leonor,Alcaraz Prada,1969-05-09,F,Trujillo
04433490,Sandalio,Mata Casado,1961-07-16,M,Iquitos
91786000,Cándido,Sanchez Ramos,2020-07-05,M,Huancayo
64031649,Noa,Blazquez Bejarano,1970-05-24,F,Cusco
01606428,Baudelio,Escamilla Palma,1995-08-09,M,Arequipa
96925450,Sara,Solís Ferrer,2006-04-30,F,Huancayo
77319448,Matías,Franco Fernández,2012-11-06,M,Iquitos
30191373,Amado,Baquero Barreda,1963-03-02,M,Arequipa
47343162,Carina,Anglada Lladó,1952-06-27,F,Puno
86329820,René,Piña Batalla,2006-08-30,M,Lima
82352584,Jacinta,Rivas Río,1942-07-23,F,Puno
44915494,Emma,Herrera Luján,1953-09-05,F,Cusco
71889946,Vicente,Arco Giner,1995-07-07,M,Arequipa
82122688,Martina,Donoso Cuenca,1944-10-10,F,Trujillo
86013786,Trinidad,Abril Ballester,1928-02-19,F,Lima
66368553,Valero,Ariño Álvaro,1945-04-14,M,Chiclayo
19220427,Raquel,Anaya Sastre,1969-12-18,F,Huancayo
21811818,Amancio,Tirado Falcón,1975-03-13,M,Puno
66513591,Dorita,Alegre Vizcaíno,1997-04-28,F,Puno
01551261,Óscar,Bonilla Marco,1995-10-21,M,Puno
65113799,Íngrid,Peinado Acosta,2000-12-12,F,Arequipa
06118970,Georgina,Guzmán Ariza,2008-01-27,F,Cusco
38941296,Socorro,Marquez Amor,1984-04-16,F,Trujillo
98797013,Omar,Vives Roig,1930-08-04,M,Trujillo
23613760,Gracia,Larrea Oller,1995-06-17,F,Lima
88444794,María Teresa,Perelló Egea,1989-12-31,F,Lima
13561949,Fidel,Trujillo Mate,2021-01-08,M,Iquitos
36671833,Olga,Cruz Mateo,1983-09-13,F,Arequipa
14246674,Noelia,Rocha Juárez,1930-11-01,F,Huancayo
01555121,Macaria,Julián Rodríguez,1943-01-22,F,Cusco
42111498,Águeda,Leon Tejera,1985-10-08,F,Trujillo
92540082,Saturnina,Corral Oliva,2009-08-21,F,Puno
09257075,Luis Miguel,Santana Villegas,1968-06-17,M,Cusco
51710339,Emiliano,Mayoral Águila,2006-12-24,M,Chiclayo
00930631,Rafaela,Teruel Pizarro,1981-05-12,F,Iquitos
61459432,Jose Antonio,Lucas Gimenez,1935-07-19,M,Tacna
